sample,feature,shap
68,age,0.004619833856235249
68,sex,0.0025669996996683536
68,chest pain type,-0.12759642579101046
68,resting bp s,-0.05919173419644729
68,cholesterol,0.007230262274806379
68,fasting blood sugar,0.004545612556622449
68,resting ecg,0.034955550869193164
68,max heart rate,-0.02223569053225746
68,exercise angina,-0.04283947037055867
68,oldpeak,0.031149103206494503
68,ST slope,-0.1983248207508101
69,age,-0.011226836419876199
69,sex,-0.01442088721172277
69,chest pain type,-0.061005804804042316
69,resting bp s,-0.015382618420866018
69,cholesterol,-0.023907424390920688
69,fasting blood sugar,-0.013000625553534095
69,resting ecg,-0.09131741092408464
69,max heart rate,0.013362337251745567
69,exercise angina,-0.01627385378664841
69,oldpeak,-0.04827963403731695
69,ST slope,-0.23120822951788544
70,age,0.016535574167474414
70,sex,0.0016651278113574697
70,chest pain type,-0.1415759586497835
70,resting bp s,-0.024239136026637704
70,cholesterol,0.0488796501610844
70,fasting blood sugar,0.003384175037159849
70,resting ecg,-0.02066245988064606
70,max heart rate,-0.011574801723979893
70,exercise angina,-0.010188494249585688
70,oldpeak,0.009703177923149078
70,ST slope,0.126040550495757
71,age,0.006698474857956184
71,sex,0.02474168212747789
71,chest pain type,0.17963611222864675
71,resting bp s,-0.00890343836735468
71,cholesterol,0.012731945100852968
71,fasting blood sugar,-0.00858028560898407
71,resting ecg,-0.019031545156296157
71,max heart rate,-0.007138058797378523
71,exercise angina,0.03026044821396426
71,oldpeak,0.029802756887402544
71,ST slope,0.15782638613702438
72,age,0.01624303650002761
72,sex,0.06269455037674473
72,chest pain type,-0.0068383852828063155
72,resting bp s,0.03289228518937605
72,cholesterol,0.01908716566435627
72,fasting blood sugar,0.00943705827917055
72,resting ecg,-0.020070294722853158
72,max heart rate,0.03813856561698765
72,exercise angina,-0.008191770864888374
72,oldpeak,0.06314452947457994
72,ST slope,-0.1387809153421219
73,age,0.015037558912019048
73,sex,0.011270966775043464
73,chest pain type,0.16161328744081807
73,resting bp s,-0.015016039756361751
73,cholesterol,0.003840697605311739
73,fasting blood sugar,0.014009665272515157
73,resting ecg,-0.021245912264949145
73,max heart rate,0.017922695209413052
73,exercise angina,0.02771032144542956
